url;lon;lat;zoom;month_year
https://alexchunet.users.earthengine.app/view/pollution;17,58;15,31;3;December 2021
https://alexchunet.users.earthengine.app/view/pollution;65,27;24,11;4;December 2021
https://alexchunet.users.earthengine.app/view/srtm;32,58;0,31;3;December 2021
https://alexchunet.users.earthengine.app/view/uhi;13,58;20,31;3;December 2021
https://alexchunet.users.earthengine.app/view/water-quality;17,58;15,31;3;December 2021
https://alexchunet.users.earthengine.app/view/water-quality;65,27;24,11;4;December 2021
https://alexchunet.users.earthengine.app/view/water-quality;13,22;34,54;5;December 2021
https://alexchunet.users.earthengine.app/view/worldpopdraw;13,58;20,31;3;December 2021
https://almoma153.users.earthengine.app/view/global-trait-maps-with-gee;-30,00;22,00;3;December 2021
https://amalia22cristina.users.earthengine.app/view/application-final;23,80;46,98;NA;December 2021
https://amalia22cristina.users.earthengine.app/view/applicationfinal;23,80;46,98;NA;December 2021
https://amalia22cristina.users.earthengine.app/view/applicationv1;23,80;46,98;NA;December 2021
https://amalia22cristina.users.earthengine.app/view/applicationv2;23,80;46,98;NA;December 2021
https://amalia22cristina.users.earthengine.app/view/applicationv3;23,80;46,98;NA;December 2021
https://amalia22cristina.users.earthengine.app/view/applicationv4;23,80;46,98;NA;December 2021
https://amreshcherry.users.earthengine.app/view/jalgaon-raver2021;75,94;21,16;11;December 2021
https://andersonmuchawona.users.earthengine.app/view/zambezi-valley--biodiversity-project-land-cover--map--2017;30,25;-16,42;1;December 2021
https://andersonmuchawona.users.earthengine.app/view/zambezi-valley--biodiversity-project-land-cover--map--2017;30,25;-16,42;8;December 2021
https://andersonmuchawona.users.earthengine.app/view/zambezi-valley--biodiversity-project-land-cover--map--2017;30,25;-16,42;9;December 2021
https://andersonmuchawona.users.earthengine.app/view/zimbabwe-1992-land-cover-map;28,90;-18,47;1;December 2021
https://andersonmuchawona.users.earthengine.app/view/zimbabwe-1992-land-cover-map;28,90;-18,47;8;December 2021
https://andersonmuchawona.users.earthengine.app/view/zimbabwe-1992-land-cover-map;28,90;-18,47;10;December 2021
https://andersonmuchawona.users.earthengine.app/view/zimbabwe-2017-land-cover-map;28,90;-18,47;6;December 2021
https://andersonmuchawona.users.earthengine.app/view/zimbabwe-2017-land-cover-map;28,90;-18,47;8;December 2021
https://andersonmuchawona.users.earthengine.app/view/zimbabwe-2017-land-cover-map;28,90;-18,47;10;December 2021
https://anisomadas.users.earthengine.app/view/testmsavi;76,05;10,55;NA;December 2021
https://annaban5.users.earthengine.app/view/populationdensity;79,10;19,81;3;December 2021
https://annalisertaylor.users.earthengine.app/view/g4g-test-app;138,73;35,36;10;December 2021
https://antonbiatov.users.earthengine.app/view/smap-viewer-v2;33,16;49,64;4;December 2021
https://arcilor72.users.earthengine.app/view/incendiomob;10,54;43,71;12;December 2021
https://arinnasution55.users.earthengine.app/view/batang-natal-estuary-area-water-quality;99,11;0,55;15;December 2021
https://arisfikri633.users.earthengine.app/view/neraca-air-kabupaten-mempawah;109,16;0,16;10;December 2021
https://AristidesMairena.users.earthengine.app/view/crop-frequency;-105,86;52,48;7;December 2021
https://arlestaboada.users.earthengine.app/view/lansatexport;-97,00;26,00;9;December 2021
https://armkhudinyan.users.earthengine.app/view/artsakhstrong;46,63;40,25;13;December 2021
https://armkhudinyan.users.earthengine.app/view/inter-tide;-8,73;38,50;12;December 2021
https://armkhudinyan.users.earthengine.app/view/inter-tide2;-8,73;38,50;12;December 2021
https://armkhudinyan.users.earthengine.app/view/nknewborder;46,63;40,25;9;December 2021
https://arpitashalini4.users.earthengine.app/view/tracking-india-vaccine-doses;78,65;23,50;4;December 2021
https://aryadanihlesmana.users.earthengine.app/view/coba;20,00;30,00;3;December 2021
https://aryadanihlesmana.users.earthengine.app/view/coba;20,00;30,00;2;December 2021
https://aryo.users.earthengine.app/view/covid-19-bogor-city;106,80;-6,59;12;December 2021
https://ashishgeo10.users.earthengine.app/view/ndvimadagascar;46,38;-19,47;7;December 2021
https://AsifulAlam.users.earthengine.app/view/asifs-watershed;-87,68;30,56;8;December 2021
https://asrenninger.users.earthengine.app/view/heatpoint;-75,16;39,95;12;December 2021
https://asrenninger.users.earthengine.app/view/heatsplit;-75,16;39,96;12;December 2021
https://astokes2.users.earthengine.app/view/interactive-samburu-drought;37,52;1,00;8;December 2021
https://astokes2.users.earthengine.app/view/ndvi-anomaly-slider;37,52;1,00;8;December 2021
https://atstahl.users.earthengine.app/view/naipview;-117,50;46,87;10;December 2021
https://atstahl.users.earthengine.app/view/sentinelview;-117,50;46,87;10;December 2021
https://atstahl.users.earthengine.app/view/viewlateseasoncoverchange;-117,50;46,87;10;December 2021
https://awindle110.users.earthengine.app/view/no2covid;-76,40;38,85;6;December 2021
https://azad977.users.earthengine.app/view/ndvi-chart-by-click;44,01;36,19;10;December 2021
https://azad977.users.earthengine.app/view/sentinel-2-beirut-explosion-app;35,52;33,90;15;December 2021
https://azad977.users.earthengine.app/view/sentinel-linked-maps;44,00;36,22;10;December 2021
https://Basic_Scripts.users.earthengine.app/view/linkedmaps;21,27;38,42;12;December 2021
https://bassantsara.users.earthengine.app/view/test;31,12;30,24;11;December 2021
https://bastinjf_climate.users.earthengine.app/view/firedisplay;0,00;0,00;3;December 2021
https://beckscottm.users.earthengine.app/view/fut-solar-development-projections;-72,81;43,35;7;December 2021
https://beckscottm.users.earthengine.app/view/fut-solar-pilot;-72,81;43,35;7;December 2021
https://benitezrcamilo.users.earthengine.app/view/palmas-area-3;-58,66;-21,75;8;December 2021
https://benitezrcamilo.users.earthengine.app/view/urbanization-in-asuncion;-57,60;-25,28;13;December 2021
https://BesterRoz.users.earthengine.app/view/testing;28,55;-28,50;10;December 2021
https://bidushi97pandey.users.earthengine.app/view/lst-pune;73,86;18,52;12;December 2021
https://biogeoscienceslaboxford.users.earthengine.app/view/beaglekelpaguafresca;-70,97;-53,38;12;December 2021
https://biogeoscienceslaboxford.users.earthengine.app/view/beaglekelpcharts;-54,68;-50,88;5;December 2021
https://biogeoscienceslaboxford.users.earthengine.app/view/beaglekelpdeseado;-65,88;-47,77;12;December 2021
https://biogeoscienceslaboxford.users.earthengine.app/view/beaglekelpfalklands;-59,61;-51,71;8;December 2021
https://biogeoscienceslaboxford.users.earthengine.app/view/beaglekelpgoereeroads;-67,10;-55,27;12;December 2021
https://biogeoscienceslaboxford.users.earthengine.app/view/beaglekelplaredo;-70,75;-52,89;11;December 2021
https://biogeoscienceslaboxford.users.earthengine.app/view/beaglekelpmitre;-65,20;-54,64;12;December 2021
https://biogeoscienceslaboxford.users.earthengine.app/view/beaglekelppacksaddle;-68,09;-55,43;12;December 2021
https://biogeoscienceslaboxford.users.earthengine.app/view/beaglekelpsouthgeorgia;-36,56;-54,31;9;December 2021
https://biogeoscienceslaboxford.users.earthengine.app/view/beaglekelpwollaston;-67,27;-55,74;12;December 2021
https://biogeoscienceslaboxford.users.earthengine.app/view/kelp-forests-uav;-70,98;-53,79;17;December 2021
https://biogeoscienceslaboxford.users.earthengine.app/view/kelpforests;-142,95;0,17;2;December 2021
https://blinking02.users.earthengine.app/view/est2;-66,66;45,98;13;December 2021
https://blinking02.users.earthengine.app/view/estimate;-66,67;45,97;14;December 2021
https://blinking02.users.earthengine.app/view/good1;-97,00;26,00;9;December 2021
https://blinking02.users.earthengine.app/view/nb-flood-estimate-5;-66,66;45,98;13;December 2021
https://blinking02.users.earthengine.app/view/nb-flood-estimate-and-simulation;-66,66;45,98;13;December 2021
https://blinking02.users.earthengine.app/view/simu1;-66,63;45,96;13;December 2021
https://blinking02.users.earthengine.app/view/test2;-66,72;46,03;9;December 2021
https://blinking02.users.earthengine.app/view/test2;-66,00;46,00;9;December 2021
https://blinking02.users.earthengine.app/view/test5;-97,00;26,00;9;December 2021
https://bnarayanarao.users.earthengine.app/view/dpgrd;-97,82;49,65;12;December 2021
https://brendonraw.users.earthengine.app/view/ndviexample;24,55;-26,25;8;December 2021
https://breno_malheiros.users.earthengine.app/view/ndvi-so-carlos;-47,89;-22,02;14;December 2021
https://breno_malheiros.users.earthengine.app/view/urb-verde-beta;-47,89;-22,01;8;December 2021
https://bryceberrett.users.earthengine.app/view/contour-maker-nasadem-srtm;110,71;-8,75;6;December 2021
https://bryceberrett.users.earthengine.app/view/evacuation-planning-app-tsunamis-1;110,71;-8,75;6;December 2021
https://bsweet22.users.earthengine.app/view/mapping-water-occurrence-in-the-big-hole-watershed-mt;-114,05;45,63;9;December 2021
https://bullocke.users.earthengine.app/view/landsat-slider;103,34;-1,65;8;December 2021
https://burinc.users.earthengine.app/view/suanbudhdha;104,14;17,30;14;December 2021
https://bwilder95.users.earthengine.app/view/cimis-sites-feb-2021;-121,40;38,50;11;December 2021
https://bwilder95.users.earthengine.app/view/holy-fire-vegetation-recovery;-117,53;33,73;11;December 2021
https://bwilder95.users.earthengine.app/view/the-800-mm-isohyet-health-and-hope-for-us;-100,55;37,71;5;December 2021
https://bzgeo.users.earthengine.app/view/bz-landsat-s2;-88,35;17,26;10;December 2021
https://bzgeo.users.earthengine.app/view/bz-s1-multitemp-asc;-88,63;17,49;9;December 2021
https://bzgeo.users.earthengine.app/view/bz-s1-multitemp;-88,63;17,49;9;December 2021
https://bzgeo.users.earthengine.app/view/bz-s2-20190420-v3;-88,60;17,28;13;December 2021
https://bzgeo.users.earthengine.app/view/bzr-forest-cover-pt1;-88,35;17,26;9;December 2021
https://bzgeo.users.earthengine.app/view/bzr-forest-cover-pt2;-88,35;17,26;9;December 2021
https://bzgeo.users.earthengine.app/view/bzr-forest-cover-pt3;-88,35;17,26;9;December 2021
https://bzgeo.users.earthengine.app/view/cam-fcover-modis;-88,35;17,26;9;December 2021
https://bzgeo.users.earthengine.app/view/cam-fcover-modis;-89,60;16,00;8;December 2021
https://bzgeo.users.earthengine.app/view/cam-fcover-modis;-88,96;13,78;9;December 2021
https://bzgeo.users.earthengine.app/view/cam-fcover-modis;-86,15;14,80;8;December 2021
https://bzgeo.users.earthengine.app/view/cam-fcover-modis;-85,07;12,85;8;December 2021
https://bzgeo.users.earthengine.app/view/cam-fcover-modis;-84,12;10,04;8;December 2021
https://bzgeo.users.earthengine.app/view/cam-fcover-modis;-80,00;8,20;8;December 2021
https://bzgeo.users.earthengine.app/view/cam-fcover-modis;-84,39;13,50;6;December 2021
https://bzgeo.users.earthengine.app/view/gt-peten-s1-multitemp;-90,32;17,03;9;December 2021
https://cailinomalley15.users.earthengine.app/view/erosionmodelv2;-117,54;47,12;9;December 2021
https://cailinomalley15.users.earthengine.app/view/erosionmodelv3;-117,54;47,12;9;December 2021
https://caralyngorman.users.earthengine.app/view/camp-fire-sliding-map-3-9-19;-121,63;39,77;11;December 2021
https://caralyngorman.users.earthengine.app/view/slider-original-version;-121,63;39,77;10;December 2021
https://carlosnavarrochamical.users.earthengine.app/view/investigacionpasturas;-60,24;-29,25;7;December 2021
https://CartasSol.users.earthengine.app/view/aridainspectoresbiofisicos;-39,77;-8,23;8;December 2021
https://CartasSol.users.earthengine.app/view/aridavs2;-43,89;-10,77;5;December 2021
https://CartasSol.users.earthengine.app/view/projaridareadlayersarida;-40,97;-9,06;6;December 2021
https://CartasSol.users.earthengine.app/view/readmapsarida;-37,00;-8,00;8;December 2021
https://cartoscience.users.earthengine.app/view/cloud-frequency;21,29;1,61;2;December 2021
https://cartoscience.users.earthengine.app/view/crop-niche;30,00;20,00;3;December 2021
https://cartoscience.users.earthengine.app/view/crop-niche;30,00;0,00;2;December 2021
https://cartoscience.users.earthengine.app/view/cross-section;-86,46;40,83;6;December 2021
https://cartoscience.users.earthengine.app/view/fwdet-gee-mi;-84,25;43,61;12;December 2021
https://cartoscience.users.earthengine.app/view/maup;30,00;20,00;2;December 2021
https://cartoscience.users.earthengine.app/view/outliers;30,00;20,00;2;December 2021
https://cartoscience.users.earthengine.app/view/versions;30,00;20,00;2;December 2021
https://cartoscience.users.earthengine.app/view/water-slider;105,14;11,57;10;December 2021
https://cartoscience.users.earthengine.app/view/when-and-where-does-it-freeze;21,29;1,61;2;December 2021
https://cartoscience.users.earthengine.app/view/where-is-agriculture;33,77;-13,96;8;December 2021
https://caseyengstrom.users.earthengine.app/view/snow-algae-atlas;-124,00;52,00;5;December 2021
https://caseyengstrom.users.earthengine.app/view/snow-algae-ground-truth;-124,00;52,00;5;December 2021
https://ccarl017.users.earthengine.app/view/midoceanridgebathymetry;-50,00;38,00;4;December 2021
https://ccarl017.users.earthengine.app/view/overwashfan;-75,49;35,68;17;December 2021
https://ccarl017.users.earthengine.app/view/virginiatopography;-79,00;38,00;7;December 2021
https://celiohelder.users.earthengine.app/view/liberia-lcm-2000---2018;-9,36;6,38;9;December 2021
https://celiohelder.users.earthengine.app/view/liberia-lcm-2000---2018;-9,36;6,38;13;December 2021
https://cesarnon.users.earthengine.app/view/lti-turkistan;31,25;39,54;8;December 2021
https://cesarnon.users.earthengine.app/view/tendenciasndvi;50,69;41,06;5;December 2021
https://cgmatfeam.users.earthengine.app/view/app04;-43,96;-19,93;5;December 2021
https://chaitawat_chat.users.earthengine.app/view/visualization-for-mosquitoes-collection;97,93;17,55;9;December 2021
https://chandana.users.earthengine.app/view/michiganflood;-84,21;43,60;12;December 2021
https://CharlieBettigole.users.earthengine.app/view/diamondcross;-106,72;45,18;10;December 2021
https://CharlieBettigole.users.earthengine.app/view/stratifi-beta-v21;-73,78;43,10;16;December 2021
https://ChenyangWei.users.earthengine.app/view/spectral-unmixing;100,51;38,35;8;December 2021
https://chiayilin94.users.earthengine.app/view/amazon-fire;-63,01;-8,75;5;December 2021
https://chiayilin94.users.earthengine.app/view/california-wildfires;-118,66;37,10;6;December 2021
https://chiayilin94.users.earthengine.app/view/leopard-cats-habitats-and-corridors-in-taiwan;120,80;24,46;11;December 2021
https://chiayilin94.users.earthengine.app/view/taiwan-lulc;-16,83;36,13;2;December 2021
https://chiayilin94.users.earthengine.app/view/taiwan-lulc;112,70;12,66;4;December 2021
https://chiayilin94.users.earthengine.app/view/taiwan-slr;120,69;23,82;8;December 2021
https://chiayilin94.users.earthengine.app/view/taiwan-slr;120,69;23,82;2;December 2021
https://christinnea.users.earthengine.app/view/itemissionscovid19;10,08;45,06;7;December 2021
https://chrisvandiemen.users.earthengine.app/view/waterchange;106,83;-6,35;15;December 2021
https://class9.users.earthengine.app/view/no2vis;0,00;20,00;2;December 2021
https://claudiaherbert.users.earthengine.app/view/prepost-fires-2020;-122,00;38,00;9;December 2021
https://claumao.users.earthengine.app/view/cheia-manaus-2021-sentinel1;-60,01;-3,14;12;December 2021
https://cmscheip.users.earthengine.app/view/hazmapper;35,43;1,38;12;December 2021
https://cmscheip.users.earthengine.app/view/hazmapper;143,07;-6,12;12;December 2021
https://cmscheip.users.earthengine.app/view/hazmapper;-83,52;35,69;12;December 2021
https://cmscheip.users.earthengine.app/view/hazmapper;-90,87;14,42;12;December 2021
https://cmscheip.users.earthengine.app/view/hazmapper;-154,85;19,48;12;December 2021
https://corneliussenf.users.earthengine.app/view/european-disturbance-map;9,00;57,00;4;December 2021
https://craigmahlasi.users.earthengine.app/view/landcheck;24,52;-32,21;4;December 2021
https://crivard.users.earthengine.app/view/gppchange;-104,84;47,18;13;December 2021
https://csheth.users.earthengine.app/view/siang-dibang-lohit-brahmaputra-floods-2020;95,29;27,91;10;December 2021
https://csheth.users.earthengine.app/view/tsangpo-floods-2018;95,29;27,91;10;December 2021
https://czhang11.users.earthengine.app/view/grassland-explorer-demo;6,50;51,40;14;December 2021
https://dag.users.earthengine.app/view/linked-maps;-121,43;38,59;11;December 2021
https://dag.users.earthengine.app/view/okavango;24,00;-24,00;6;December 2021
https://dandy.users.earthengine.app/view/app-1;120,06;-2,12;NA;December 2021
https://dandy.users.earthengine.app/view/app-3;120,06;-2,12;NA;December 2021
https://danielhirst1998.users.earthengine.app/view/cop26-demonstrator-2;-1,57;54,08;6;December 2021
https://danielhirst1998.users.earthengine.app/view/cop26-demonstrator;-1,57;54,08;6;December 2021
https://datacemgundogan.users.earthengine.app/view/covid19;10,08;45,06;7;December 2021
https://davidparastatidis.users.earthengine.app/view/sentinel-2-nbs-monitoring-application;15,23;48,00;NA;December 2021
https://dbpentest.users.earthengine.app/view/aaasd;-103,80;40,22;13;December 2021
https://debcysjec.users.earthengine.app/view/geofra-module1;14,13;12,39;2;December 2021
https://debcysjec.users.earthengine.app/view/geofra-module2;14,13;12,39;2;December 2021
https://debcysjec.users.earthengine.app/view/geofra-module3;14,13;12,39;2;December 2021
https://debcysjec.users.earthengine.app/view/ipccandkapos;-3,70;9,25;3;December 2021
https://debcysjec.users.earthengine.app/view/samplesincountry;-3,70;9,25;3;December 2021
https://debcysjec.users.earthengine.app/view/samplesinusa;-3,70;9,25;3;December 2021
https://dededirgahayu11.users.earthengine.app/view/appnairigv0;108,34;-6,49;10;December 2021
https://dededirgahayu11.users.earthengine.app/view/ddfases10d;106,79;-6,57;9;December 2021
https://dededirgahayu11.users.earthengine.app/view/fasepadi21;106,79;-6,57;9;December 2021
https://dededirgahayu11.users.earthengine.app/view/fasepadiv1;106,79;-6,57;9;December 2021
https://dededirgahayu11.users.earthengine.app/view/fases1s2v1;106,79;-6,57;9;December 2021
https://dededirgahayu11.users.earthengine.app/view/lcovers2;106,85;-6,22;9;December 2021
https://dededirgahayu11.users.earthengine.app/view/surveyriau20;102,00;0,83;12;December 2021
https://defendersofwildlifeGIS.users.earthengine.app/view/compviz;-73,38;40,85;11;December 2021
https://defendersofwildlifeGIS.users.earthengine.app/view/compviz;-78,63;35,78;8;December 2021
https://devendrakumariirs.users.earthengine.app/view/iirs-sds-mangrove-monitoring;88,80;21,76;9;December 2021
https://dhruvmehrotra3.users.earthengine.app/view/drones;-97,96;47,69;3;December 2021
https://dhruvmehrotra3.users.earthengine.app/view/earther-time-series;-86,19;41,15;4;December 2021
https://dichay69.users.earthengine.app/view/anomalyexplore;34,66;31,33;16;December 2021
https://dichay69.users.earthengine.app/view/anotherapp;34,64;31,55;16;December 2021
https://dichay69.users.earthengine.app/view/davidbapp;34,66;31,33;9;December 2021
https://diegopons06.users.earthengine.app/view/myndvi;-94,84;39,02;8;December 2021
https://diegovalencia.users.earthengine.app/view/landcoverpnlc;-71,10;-32,96;11;December 2021
https://diegovalencia.users.earthengine.app/view/landcoverrnrcl;-70,44;-33,77;11;December 2021
https://digdgeografo.users.earthengine.app/view/ndvi-and-evi-landsat-time-series;-6,34;37,02;12;December 2021
https://digdgeografo.users.earthengine.app/view/ndvi;-6,34;37,02;12;December 2021
https://dinama.users.earthengine.app/view/visualizador-imgenes-satelitales;-56,21;-32,72;10;December 2021
https://dinukemunasinghe.users.earthengine.app/view/ecoexplorer;-96,00;38,00;5;December 2021
https://dnschavarria.users.earthengine.app/view/inundaciones-guatuso-los-chiles-y-upala-julio-2021;-84,80;10,69;11;December 2021
https://dongora.users.earthengine.app/view/baregroundmappersoralo;36,11;-1,93;8;December 2021
https://dpacheco.users.earthengine.app/view/no2-troposfrico-ecuador;-78,66;-1,40;6;December 2021
https://drhburningham.users.earthengine.app/view/debeninlet;1,39;51,98;14;December 2021
https://drhburningham.users.earthengine.app/view/debeninletrgb;1,39;51,98;14;December 2021
https://drhburningham.users.earthengine.app/view/debeninletyear;1,39;51,98;14;December 2021
https://drhburningham.users.earthengine.app/view/mahaicarivermouth;-57,92;6,71;14;December 2021
https://drhburningham.users.earthengine.app/view/orfordinlet;1,46;52,04;14;December 2021
https://drhburningham.users.earthengine.app/view/orfordinletrgb;1,46;52,04;14;December 2021
https://drhburningham.users.earthengine.app/view/orfordinletyear;1,46;52,04;14;December 2021
https://drhburningham.users.earthengine.app/view/sheskinmorefcc;-8,49;54,81;12;December 2021
https://drhburningham.users.earthengine.app/view/sheskinmorergb;-8,49;54,81;12;December 2021
https://drhburningham.users.earthengine.app/view/ssuffolks1sar;1,45;52,01;12;December 2021
https://dyhammon.users.earthengine.app/view/gis-presentation;-115,36;38,69;5;December 2021
https://e41171697.users.earthengine.app/view/populasi;113,30;-7,46;8;December 2021
https://e41171697.users.earthengine.app/view/test;113,55;-8,03;10;December 2021
https://earthengineedu.users.earthengine.app/view/amazon-deforestation--biomass-mapping-french;-62,23;-3,22;6;December 2021
https://earthengineedu.users.earthengine.app/view/amazon-deforestation--biomass-mapping-portuguese;-62,23;-3,22;6;December 2021
https://earthengineedu.users.earthengine.app/view/amazon-deforestation--biomass-mapping;-62,23;-3,22;6;December 2021
https://earthengineedu.users.earthengine.app/view/amazon-forest-fires-french;-62,49;-4,32;6;December 2021
https://earthengineedu.users.earthengine.app/view/amazon-forest-fires-portuguese;-62,49;-4,32;6;December 2021
https://earthengineedu.users.earthengine.app/view/amazon-forest-fires-spanish;-62,49;-4,32;6;December 2021
https://earthengineedu.users.earthengine.app/view/amazon-forest-fires;-62,49;-4,32;6;December 2021
https://earthengineedu.users.earthengine.app/view/australianfires;134,74;-21,27;5;December 2021
https://earthengineedu.users.earthengine.app/view/coronaconflict;14,41;27,82;3;December 2021
https://earthengineedu.users.earthengine.app/view/global-water-change-portuguese;59,65;45,12;8;December 2021
https://earthengineedu.users.earthengine.app/view/global-water-change-portuguese;88,80;21,61;12;December 2021
https://earthengineedu.users.earthengine.app/view/global-water-change-portuguese;-114,55;36,24;10;December 2021
https://earthengineedu.users.earthengine.app/view/global-water-change-portuguese;113,64;22,71;11;December 2021
https://earthengineedu.users.earthengine.app/view/global-water-change-portuguese;-59,62;-1,70;10;December 2021
https://earthengineedu.users.earthengine.app/view/global-water-change-portuguese;105,18;8,74;12;December 2021
https://earthengineedu.users.earthengine.app/view/global-water-change-portuguese;-112,51;41,25;9;December 2021
https://earthengineedu.users.earthengine.app/view/human-impact-explorer-french;8,99;48,14;4;December 2021
https://earthengineedu.users.earthengine.app/view/human-impact-explorer-portuguese;8,99;48,14;4;December 2021
https://earthengineedu.users.earthengine.app/view/human-impact-explorer-spanish;8,99;48,14;4;December 2021
https://earthengineedu.users.earthengine.app/view/human-impact-explorer;8,99;48,14;4;December 2021
https://earthengineedu.users.earthengine.app/view/population-explorer-french;0,00;20,00;3;December 2021
